ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_publicado,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_localizacao,ocorrencia_DT,ocorrencia_mes,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
44,ACIDENTE,NOVA BRASILÂNDIA - MT,MT,,31/01/2012,18:00:00,SIM,FINALIZADA,SIM,0,1,NÃO,-14.8766666667 / -52.8886111111,2012-01-31 18:00:00,1.0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,PTIRJ,,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1723,1723,6.0,1973.0,AVIÃO,PARTICULAR,SANTO ANTÔNIO DE LEVERGER,MARECHAL RONDON,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
45,ACIDENTE,NOVA BRASILÂNDIA - MT,MT,,31/01/2012,18:00:00,SIM,FINALIZADA,SIM,0,1,NÃO,-14.8766666667 / -52.8886111111,2012-01-31 18:00:00,1.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTIRJ,,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1723,1723,6.0,1973.0,AVIÃO,PARTICULAR,SANTO ANTÔNIO DE LEVERGER,MARECHAL RONDON,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
46,ACIDENTE,VÁRZEA GRANDE - MT,MT,,31/01/2012,14:15:00,SIM,FINALIZADA,SIM,0,1,NÃO,-15.65 / -56.1175,2012-01-31 14:15:00,1.0,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,PTVNO,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1990.0,AVIÃO,TÁXI AÉREO,TANGARÁ DA SERRA,MARECHAL RONDON,POUSO,PRIVADA,SUBSTANCIAL,0
47,INCIDENTE,CAMPOS DOS GOYTACAZES - RJ,RJ,,01/02/2012,12:30:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-01-02 12:30:00,1.0,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,OTHR,PRSEF,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2003.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0
48,INCIDENTE,MACAÉ - RJ,RJ,,01/02/2012,13:50:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-01-02 13:50:00,1.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PRMEU,TÁXI AÉREO,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,EC 135P2+,EC35,TURBOEIXO,BIMOTOR,2910,2910,8.0,2007.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
49,ACIDENTE,CAMPO FLORIDO - MG,MG,,02/02/2012,21:30:00,SIM,FINALIZADA,SIM,2,1,NÃO,-19.8138888889 / -48.7388888889,2012-02-02 21:30:00,2.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTWQY,AGRÍCOLA,AVIÃO,AIR TRACTOR,AT-401B,AT3P,PISTÃO,MONOMOTOR,2722,2722,1.0,1999.0,AVIÃO,AGRÍCOLA,FILIAL CAMPO FLORIDO,FILIAL CAMPO FLORIDO,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,0
50,INCIDENTE,SÃO JOSÉ DOS PINHAIS - PR,PR,SBCT,02/02/2012,22:35:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-02-02 22:35:00,2.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PRWJB,REGULAR,AVIÃO,BOEING COMPANY,737-341,B733,JATO,BIMOTOR,61235,61235,156.0,1991.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,LEVE,0
51,INCIDENTE,CAMPO GRANDE - MS,MS,SBCG,03/02/2012,23:33:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-03-02 23:33:00,3.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PRPHE,,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,4750,6.0,2010.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
52,INCIDENTE,RIO DE JANEIRO - RJ,RJ,SBGL,03/02/2012,02:04:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-03-02 02:04:00,3.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,N844MH,,AVIÃO,BOEING COMPANY,767-432ER,,JATO,BIMOTOR,204120,204120,0.0,2002.0,AVIÃO,,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,,LEVE,0
53,INCIDENTE,BELÉM - PA,PA,SBBE,04/02/2012,14:55:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-04-02 14:55:00,4.0,OUTROS,OUTROS,OTHR,PRDEP,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2008.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
54,ACIDENTE,CORRENTINA - BA,BA,,05/02/2012,20:27:00,SIM,FINALIZADA,SIM,0,1,NÃO,-13.755 / -46.1616666667,2012-05-02 20:27:00,5.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PTUME,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2000.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0
55,INCIDENTE,LONDRINA - PR,PR,SBLO,05/02/2012,17:34:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-05-02 17:34:00,5.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PREMJ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,150M,C150,PISTÃO,MONOMOTOR,726,726,2.0,1976.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO SOLO,INSTRUÇÃO,NENHUM,0
56,INCIDENTE,PIRACICABA - SP,SP,SDPW,06/02/2012,20:45:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-02 20:45:00,6.0,COM ROTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR,SCF-PP,PTHQX,TÁXI AÉREO,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1452,1452,5.0,1983.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,TÁXI AÉREO,LEVE,0
57,ACIDENTE,PALESTINA - SP,SP,,06/02/2012,19:30:00,SIM,FINALIZADA,SIM,0,1,NÃO,-20.3563888889 / -49.4186111111,2012-06-02 19:30:00,6.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PTUHZ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1993.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
58,INCIDENTE,ITANHAÉM - SP,SP,,06/02/2012,14:00:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-02 14:00:00,6.0,F.O.D.,OUTROS | F.O.D.,OTHR,PTYDI,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,S76,TURBOEIXO,BIMOTOR,4763,4763,14.0,1980.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0
59,INCIDENTE,SÃO PAULO - SP,SP,SBSP,06/02/2012,18:44:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-02 18:44:00,6.0,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,OTHR,PRGTA,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,79000,79000,194.0,2006.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,NENHUM,0
60,INCIDENTE,CUIABÁ - MT,MT,,06/02/2012,20:00:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-02 20:00:00,6.0,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR,PPPJL,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 LR,E190,JATO,BIMOTOR,50300,50300,106.0,2008.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
61,ACIDENTE,JUNDIAÍ - SP,SP,SBJD,07/02/2012,16:10:00,SIM,FINALIZADA,SIM,0,1,SIM,-23.1816666667 / -46.9436111111,2012-07-02 16:10:00,7.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PPGKQ,,AVIÃO,PIPER AIRCRAFT,PA-18,PA18,PISTÃO,MONOMOTOR,680,680,2.0,1950.0,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
62,ACIDENTE,JUNDIAÍ - SP,SP,SBJD,07/02/2012,16:10:00,SIM,FINALIZADA,SIM,0,1,SIM,-23.1816666667 / -46.9436111111,2012-07-02 16:10:00,7.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPGKQ,,AVIÃO,PIPER AIRCRAFT,PA-18,PA18,PISTÃO,MONOMOTOR,680,680,2.0,1950.0,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
63,INCIDENTE GRAVE,MACAÉ - RJ,RJ,,07/02/2012,14:50:00,SIM,FINALIZADA,SIM,4,1,NÃO,,2012-07-02 14:50:00,7.0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PRCHO,,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2007.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,TÁXI AÉREO,LEVE,0
64,ACIDENTE,RIO DE JANEIRO - RJ,RJ,,07/02/2012,20:56:00,SIM,FINALIZADA,SIM,4,1,NÃO,-21.5633333333 / -43.8183333333,2012-07-02 20:56:00,7.0,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR,ECGLE,,AVIÃO,AIRBUS INDUSTRIE,A340,,JATO,BIMOTOR,237000,237000,0.0,,AVIÃO,,ADOLFO SUÁREZ MADRID–BARAJAS AIRPORT,ANTONIO CARLOS JOBIM / GALEÃO,DESCIDA,REGULAR,NENHUM,0
65,INCIDENTE,JUNDIAÍ - SP,SP,SBJD,07/02/2012,20:50:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-07-02 20:50:00,7.0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,PTCQA,PARTICULAR,AVIÃO,BEECH AIRCRAFT,A36TC,BE36,PISTÃO,MONOMOTOR,1656,1656,6.0,1981.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,,0
66,ACIDENTE,QUELUZITO - MG,MG,,07/02/2012,19:45:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-07-02 19:45:00,7.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,N25283,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,152,,PISTÃO,MONOMOTOR,1724,1724,0.0,1978.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,LEVE,0
67,ACIDENTE,BELÉM - PA,PA,,08/02/2012,01:44:00,SIM,FINALIZADA,SIM,3,1,NÃO,-1.3916666667 / -48.4938888889,2012-08-02 01:44:00,8.0,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,PTOFD,,AVIÃO,BEECH AIRCRAFT,F90,BE9T,TURBOÉLICE,BIMOTOR,4967,4967,8.0,1981.0,AVIÃO,PARTICULAR,CONGONHAS,VAL DE CANS / JÚLIO CEZAR RIBEIRO,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
68,ACIDENTE,SONORA - MS,MS,,08/02/2012,09:50:00,SIM,FINALIZADA,SIM,0,1,NÃO,-17.6447222222 / -54.7394444444,2012-08-02 09:50:00,8.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTUUJ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2007.0,AVIÃO,PARTICULAR,FAZENDA SONORA ESTÂNCIA,FAZENDA SONORA ESTÂNCIA,VOO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0
69,ACIDENTE,BELA VISTA DO PARAÍSO - PR,PR,,08/02/2012,21:35:00,SIM,FINALIZADA,SIM,0,1,NÃO,\t-22.94777778\t / \t-51.32083333\t,2012-08-02 21:35:00,8.0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PTUZW,,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2011.0,AVIÃO,PARTICULAR,14 BIS,14 BIS,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,1
70,INCIDENTE,BELO HORIZONTE - MG,MG,SBPR,10/02/2012,22:05:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-10-02 22:05:00,10.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRCOB,ADMINISTRAÇÃO DIRETA,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1974.0,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,POLICIAL,LEVE,0
71,INCIDENTE,UBERLÂNDIA - MG,MG,SBUL,10/02/2012,04:00:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-10-02 04:00:00,10.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PTTIC,PARTICULAR,AVIÃO,PIAGGIO AERO INDUSTRIES,P.180,P180,TURBOÉLICE,BIMOTOR,5239,5239,10.0,2011.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
72,ACIDENTE,CAMPINAS - SP,SP,SDAM,12/02/2012,19:25:00,SIM,FINALIZADA,SIM,0,1,NÃO,-22.8591666667 / -47.1080555556,2012-12-02 19:25:00,12.0,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,PTONX,,AVIÃO,CESSNA AIRCRAFT,310R,C310,PISTÃO,BIMOTOR,2495,2495,6.0,1979.0,AVIÃO,PARTICULAR,FRANCISCO LACERDA JÚNIOR,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,POUSO,PRIVADA,SUBSTANCIAL,0
73,INCIDENTE,RIO DE JANEIRO - RJ,RJ,SBGL,12/02/2012,02:20:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-12-02 02:20:00,12.0,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SCF-NP,PRWJS,REGULAR,AVIÃO,BOEING COMPANY,737-3Y0,B733,JATO,BIMOTOR,61234,61234,156.0,1989.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,REGULAR,NENHUM,0
74,ACIDENTE,ARROIO GRANDE - RS,RS,,15/02/2012,13:00:00,SIM,FINALIZADA,SIM,0,1,NÃO,\t-32.27361111\t / \t-53.07555556\t,2012-02-15 13:00:00,2.0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PTUIL,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1994.0,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0
75,INCIDENTE GRAVE,CAIRU - BA,BA,SNCL,15/02/2012,13:20:00,SIM,FINALIZADA,SIM,0,1,SIM,-13.3877777778 / -38.9091666667,2012-02-15 13:20:00,2.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PTVMQ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1991.0,AVIÃO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,LORENZO,POUSO,TÁXI AÉREO,LEVE,0
76,INCIDENTE GRAVE,CAIRU - BA,BA,SNCL,15/02/2012,13:20:00,SIM,FINALIZADA,SIM,0,1,SIM,-13.3877777778 / -38.9091666667,2012-02-15 13:20:00,2.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PTVMQ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1991.0,AVIÃO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,LORENZO,POUSO,TÁXI AÉREO,LEVE,0
77,ACIDENTE,CAMETÁ - PA,PA,,16/02/2012,12:30:00,SIM,FINALIZADA,SIM,3,1,NÃO,-2.2466666667 / -49.5527777778,2012-02-16 12:30:00,2.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTLOU,,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,2268,6.0,1982.0,AVIÃO,TÁXI AÉREO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,BAIÃO,DECOLAGEM,TÁXI AÉREO,DESTRUÍDA,4
78,INCIDENTE,PERUÍBE - SP,SP,,17/02/2012,14:45:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-02-17 14:45:00,2.0,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,OTHR,PTHFS,TÁXI AÉREO,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,1088,4.0,1993.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0
79,INCIDENTE,RIO DE JANEIRO - RJ,RJ,,17/02/2012,23:00:00,,FINALIZADA,NÃO,0,3,NÃO,,2012-02-17 23:00:00,2.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PPKKA,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,4750,6.0,2010.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
80,INCIDENTE,RIO DE JANEIRO - RJ,RJ,,17/02/2012,23:00:00,,FINALIZADA,NÃO,0,3,NÃO,,2012-02-17 23:00:00,2.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PPOFF,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2010.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,PRIVADA,NENHUM,0
81,INCIDENTE,RIO DE JANEIRO - RJ,RJ,,17/02/2012,23:00:00,,FINALIZADA,NÃO,0,3,NÃO,,2012-02-17 23:00:00,2.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PTOTG,PARTICULAR,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4694,4694,13.0,1985.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
82,INCIDENTE,CABO FRIO - RJ,RJ,,17/02/2012,12:00:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-02-17 12:00:00,2.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRBGA,TÁXI AÉREO,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,EC25,TURBOEIXO,BIMOTOR,11000,11000,21.0,2010.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,LEVE,0
83,INCIDENTE,SÃO PAULO - SP,SP,,17/02/2012,11:30:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-02-17 11:30:00,2.0,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL,PTGMM,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2003.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,,0
84,INCIDENTE GRAVE,ESTÂNCIA - SE,SE,SNOD,19/02/2012,15:10:00,SIM,FINALIZADA,SIM,0,1,NÃO,-11.4219444444 / -37.3225,2012-02-19 15:10:00,2.0,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,PRLLA,,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1981.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
85,INCIDENTE GRAVE,BRAGANÇA PAULISTA - SP,SP,SBBP,20/02/2012,14:10:00,,FINALIZADA,NÃO,0,1,SIM,-22.979167 / -46.537500,2012-02-20 14:10:00,2.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPGXN,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1961.0,AVIÃO,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,INSTRUÇÃO,LEVE,0
86,INCIDENTE,MANAUS - AM,AM,SWFN,20/02/2012,09:10:00,SIM,FINALIZADA,NÃO,0,1,NÃO,,2012-02-20 09:10:00,2.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PPAMX,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2011.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
87,ACIDENTE,MARITUBA - PA,PA,,22/02/2012,13:40:00,SIM,FINALIZADA,SIM,9,1,NÃO,-1.3611111111 / -48.3566666667,2012-02-22 13:40:00,2.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PTYAK,,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 BA,AS50,TURBOEIXO,MONOMOTOR,2100,2100,6.0,1995.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,OUTRA FASE,POLICIAL,SUBSTANCIAL,0
88,INCIDENTE,SÃO JOSÉ DOS PINHAIS - PR,PR,SBCT,22/02/2012,22:45:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-02-22 22:45:00,2.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRWJB,REGULAR,AVIÃO,BOEING COMPANY,737-341,B733,JATO,BIMOTOR,61235,61235,156.0,1991.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,LEVE,0
