codigo_ocorrencia4,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_dias_para_feedback
106,46209,"Realizar vistoria na pista do aeródromo Aéreo Amazônia/PA (SSXN) com a finalidade de verificar a interferência na faixa preparada, de uma vala de escoamento de águas pluviais, situada ao longo da lateral da pista, longitudinalmente, a 10 metros do centro da pista, do lado esquerdo, no sentido 07/25.",NÃO CUMPRIDA,ANAC,346.0
107,46209,"Realizar vistoria na pista do Aeródromo Aéreo Amazônia-PA (SSXN) para verificar o nível de interferência, na faixa preparada, de uma vala de escoamento de águas pluviais, situada ao longo da lateral da pista, longitudinalmente, a 10 metros do centro da pista, do lado esquerdo, no sentido 07/25, com o objetivo de avaliar e provocar a correção, caso necessário.",NÃO CUMPRIDA,ANAC,77.0
108,46219,"Atuar junto à AVIANCA LINHAS AÉREAS, visando modificar a *Minimum Equipament List* (MEL) da aeronave F.28 Mk.0100, de forma a tornar a aeronave não aeronavegável com falha do Sistema Anti-Skid, tendo em vista as restrições existentes quanto ao uso do reverso.",CUMPRIDA,ANAC,303.0
109,46219,"Atuar junto à Autoridade Primária de Certificação da aeronave F.28 Mk.0100, visando modificar a * Master Minimum Equipament List* (MMEL), de forma a tornar a aeronave não aeronavegável com falha do Sistema Anti-Skid, tendo em vista as restrições existentes quanto ao uso do reverso.",NÃO CUMPRIDA,ANAC,1689.0
110,46219,Atuar junto à AVIANCA LINHAS AÉREAS para que o SOP (Standard Operation Procedures) da empresa relacionado à Landing Policies seja cumprido exatamente conforme está descrito na sua última revisão.,CUMPRIDA,ANAC,367.0
111,46219,"Atualizar o site da ANAC, removendo a Diretriz de Aeronavegabilidade de Emergência - DAE 2001-11-01 FOKKER emenda 39-290 com data de efetividade a partir de 08 novembro de 2001, por já ter sido superada por outra mais atualizada.",CUMPRIDA,ANAC,1078.0
112,46255,"Analisar a pertinência de publicar um documento similar ao Collision Avoidance Strategies and Tactics (estudo produzido pela Aircraft Owners and Pilots Association - AOPA), no intuito de transmitir a pilotos e operadores da aviação civil brasileira conhecimentos acerca de estratégias e táticas para evitar colisões de aeronaves.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,42.0
113,46255,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos decorrentes da não observância do que prevê o RBHA 91 e a ICA 100-12, sobretudo no que diz respeito às regras para separação entre aeronaves em voo.",CUMPRIDA,ANAC,42.0
114,46256,"Realizar gestões junto à EFAI Escola de Pilotagem LTDA., de modo a assegurar-se que esta institua de forma permanente uma postura conservativa na condução da instrução aérea, normatizando critérios claros para esse fim, orientando seus instrutores a atuarem de forma efetiva durante o treinamento de emergências à baixa altura, além de assegurar uma margem de segurança capaz de evitar que o voo se aproxime do ponto de irreversibilidade do acidente.",AGUARDANDO RESPOSTA,ANAC,
115,46256,"Realizar gestões junto à EFAI Escola de Pilotagem LTDA., de modo a assegurar-se que esta inclua no seu programa de instrução, como critério crítico, a análise das condições de vento presentes, sobretudo acerca da possibilidade da ocorrência de correntes descendentes ou de tesoura de vento, na área de treinamento.",AGUARDANDO RESPOSTA,ANAC,
116,46256,"Realizar gestões junto à EFAI Escola de Pilotagem LTDA., de modo a assegurar-se que esta providencie treinamento de CRM para os funcionários da escola envolvidos com a atividade aérea, com ênfase nas ações dos tripulantes, visando à mitigação dos riscos operacionais decorrentes de falha nas comunicações, de falta de assertividade ou de dúvidas na definição das tarefas em voo.",AGUARDANDO RESPOSTA,ANAC,
117,46260,"Divulgar os ensinamentos colhidos e os procedimentos operacionais apresentados na presente investigação, a fim de alertar pilotos e operadores sobre a importância da redução de probabilidade e severidade de colisões com aves, sobretudo quando se utilizando aeronaves reguladas pelos RABC-23 (aviões categoria normal, utilitária e acrobática) e RBAC-27, uma vez que tais equipamentos não necessitam cumprir critérios de certificação de capotas ou para-brisas.",CUMPRIDA,ANAC,
118,46261,"Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de helicópteros.",CUMPRIDA,ANAC,213.0
119,46263,"Assegurar-se de que as empresas de táxi-aéreo incluam, nos seus respectivos planejamentos de voos, o cumprimento dos requisitos de limitações de pouso nos aeródromos de destino, segundo o RBAC 135.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,103.0
120,46263,"Orientar as empresas de táxi-aéreo para que realizem uma avaliação dos riscos envolvidos nos cumprimentos dos voos, considerando, nos planejamentos, as características de operação dos aeródromos e o nível de experiência dos pilotos.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,103.0
121,46263,"Divulgar o conteúdo do presente relatório às empresas e aos pilotos de táxi aéreo, com a finalidade de aprimorar o julgamento dos tripulantes em relação às aproximações desestabilizadas, considerando sempre a possibilidade de arremetida.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,84.0
122,46281,"Tendo em vista os fatos observados e relatados neste relatório, realizar auditoria técnica no operador da aeronave com intuito de aprimorar os processos de instrução, gerenciamento e manutenção.",CUMPRIDA,ANAC,106.0
123,46300,"Por se tratar do certificador primário da aeronave, assegurar-se que a lógica do software da BCU que equipa as aeronaves modelo EMB-500, evite que durante o pouso, considerando-se o momento do toque das rodas na pista, o autoteste do seu sistema de freio se encontre em curso ou venha a se iniciar.",CUMPRIDA,ANAC,937.0
124,46300,"""Por se tratar do certificador primário da aeronave, reavaliar a atualização das publicações técnicas que tratam do sistema de freio das aeronaves modelo EMB-500 e dos dispositivos que contemplem informações sobre a manutenção das funções do antiskid protection após o surgimento da mensagem """"ANTISKID FAIL"""" no CAS, de modo a facilitar o entendimento do operador quanto à diferença da condição de """"falha"""" ou """"degradação"""" do sistema.""",NÃO CUMPRIDA,ANAC,937.0
125,46305,"Adotar ações de fiscalização junto à Go Air (Master Esc Pilotagem Hel Ltda)  visando à substituição imediata de produtos de uso não aeronáutico pelos previstos nos manuais de manutenção, bem como a aplicação dos mesmos segundo os parâmetros previstos pela Robinson Helicopter Company e pelos seus fabricantes, como temperatura, tempo de cura e outros, em especial no tocante aos primers previstos no item 1.450 do Manual de Manutenção do R-22.",CUMPRIDA,ANAC,1387.0
126,46305,Divulgar aos demais operadores de R-22 e R-44 a importância do uso dos primers previstos pelo fabricante para a segurança dos voos.,CUMPRIDA,ANAC,41.0
127,46356,"Assegurar-se da adequação do planejamento gerencial exercido pela Bahia Air Propaganda Aérea Ltda., no âmbito operacional, tendo como foco o fiel cumprimento das regras de voo visual, estabelecidas na ICA 100-12, pelos pilotos envolvidos com os voos de reboque de faixa.",NÃO CUMPRIDA,ANAC,695.0
128,46356,"Reavaliar dispositivo no âmbito do RBAC 61, visando ao estabelecimento de requisitos relacionados à concessão, revalidação e requalificação de habilitação que possibilitem a adequada proficiência dos pilotos rebocadores de faixa, à semelhança dos requisitos estabelecidos para os pilotos rebocadores de planador.",NÃO CUMPRIDA,ANAC,786.0
129,46356,"Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas a proprietários, operadores e exploradores de aeronaves.",CUMPRIDA,ANAC,191.0
130,46373,"""Realizar auditoria técnica na empresa Planave Aviação Ltda. (CHE 765-02/ANAC) com intuito de analisar e propor melhorias no processo de recebimento de partes e registros de manutenção após revisão de motores e demais componentes aeronáuticos constantes na Lista de Capacidade (""""Adendo ao Certificado de Homologação de Empresa"""").""",CUMPRIDA,ANAC,642.0
131,46411,"Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de helicópteros e operadores de aeródromos.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,154.0
132,46415,"Realizar gestões junto ao operador de forma a avaliar a acuracidade dos registros de manutenção das aeronaves da Helisul Táxi Aéreo, bem como a clareza das informações dispostas na respectiva documentação.",CUMPRIDA,ANAC,82.0
133,46415,"Realizar gestões de forma a avaliar a eficácia do Plano de Resposta a Emergência da Helisul Táxi Aéreo e orientar a empresa a implementar modificações, caso julgue necessário, no que se refere ao apoio médico e combate a incêndio.",CUMPRIDA,ANAC,120.0
134,46432,"Realizar visitoria técnica na empresa Táxi Aéreo Dourado Ltda, com intuito de analisar e propor melhoria nos processos de Gerenciamento da Segurança Operacional, principalmente quanto à análise do perigo e do gerenciamento do risco.",CUMPRIDA,ANAC,143.0
135,46432,"Atuar junto à Prefeitura Municipal de Santa Cruz do Arari-PA, orientando sobre os riscos envolvendo a utilização da pista não homologada pela aviação, bem como os processos necessários para elevar as condições de segurança da pista e eventual homologação.",CUMPRIDA,ANAC,612.0
136,46432,"Intensificar a fiscalização das operações da aviação de táxi aéreo, na região da cidade de Belém, PA, principalmente nos aspectos ligados à operação de aeronave em locais não registrados ou não homologados.",CUMPRIDA,ANAC,1216.0
137,46434,"ATUAR JUNTO à AEROAGRíCOLA CAIçARA LTDA., A FIM DE REAVALIAR A ADEQUABILIDADE E O CUMPRIMENTO DO MANUAL DO GERENCIAMENTO DA SEGURANçA OPERACIONAL (MGSO) DAQUELE OPERADOR, SOBRETUDO NO QUE DIZ RESPEITO AO PROCESSO DE GERENCIAMENTO DO RISCO ADOTADO NA APLICAçãO DE DEFENSIVO AGRíCOLA.",CUMPRIDA,ANAC,
138,46434,"ATUAR JUNTO à AEROAGRíCOLA CAIçARA LTDA., A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS DE ESCRITURAçãO DOS SERVIçOS DE MANUTENçãO EXECUTADOS EM SUAS AERONAVES, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.",CUMPRIDA,ANAC,
139,46434,"ATUAR JUNTO à AEROAGRíCOLA CAIçARA LTDA., A FIM DE QUE AQUELE OPERADOR APRIMORE O SISTEMA DE GERENCIAMENTO DE SEGURANçA OPERACIONAL (SGSO) ADOTADO PELA EMPRESA, SOBRETUDO NO QUE DIZ RESPEITO AOS MECANISMOS DE PLANEJAMENTO DE VOO E DE SUPERVISãO GERENCIAL DAS OPERAçõES AEROAGRíCOLAS.",CUMPRIDA,ANAC,
140,46435,"Realizar gestões junto ao Aeroclube de Ponta Grossa, de forma a apurar a observância prática dos requisitos necessários à manutenção do Certificado de Atividade Aérea desta organização, sobretudo no que tange à atuação da coordenação da instrução aérea, da gestão de segurança operacional e da aplicação dos preceitos do MGSO da organização.",CUMPRIDA,ANAC,158.0
141,46435,"Realizar a revisão do MCA 58-3, ou a emissão de legislação que a substitua, cuidando para que as alturas mínimas de realização e recuperação das manobras e exercícios previstos estejam explícitas na descrição destes, respeitando-se o que prevê os manuais dos fabricantes das aeronaves utilizadas, assim como a obrigatoriedade do cálculo prático do peso e de CG da aeronave, antes de cada decolagem.",CUMPRIDA,ANAC,158.0
142,46435,"Expedir um alerta aos aeroclubes, escolas e centros de treinamento sobre o cumprimento no disposto na seção 91.423 – Pesagem e Balanceamento de Aeronaves, do RBHA 91, de forma a garantir a confiabilidade das respectivas fichas.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,158.0
143,46437,"Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves privadas.",CUMPRIDA,ANAC,84.0
144,46437,"Rever o processo de fiscalização de tripulantes, incrementando a atividade de fiscalização in loco a fim de evitar que tripulantes incapacitados exerçam funções a bordo em aeronaves de matrícula brasileira.",CUMPRIDA,ANAC,84.0
145,46443,"Tendo em vista os fatos observados durante a investigação e relatados no corpo deste relatório, realizar Auditoria Técnica no operador com objetivo de aperfeiçoar os processos de operação e manutenção aplicados.",CUMPRIDA,ANAC,138.0
146,46444,Realizar gestões junto a Ortiz Táxi-Aéreo Ltda. com a finalidade de garantir que haja uma avaliação do risco pela administração em todas as operações aéreas realizadas da empresa.,CUMPRIDA,ANAC,1148.0
147,46444,Realizar gestões junto a Prefeitura Municipal de Pauini com a finalidade de garantir que ocorram ações concretas que garantam a mínima condição de operação com segurança no aeródromo sob a administração da Prefeitura.,NÃO CUMPRIDA,ANAC,740.0
148,46444,"Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins, voltadas aos proprietários, operadores e exploradores de aeronaves.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,132.0
149,46445,"Divulgar o presente relatório às oficinas que possuem a aeronave EMB-810/PA-34 em seus adendos, a fim de alertar mecânicos e inspetores sobre o problema da montagem invertida do parafuso do amortecedor de vibrações laterais do trem auxiliar e sua respectiva porca.",CUMPRIDA,ANAC,102.0
150,46445,"Dar ampla divulgação do presente relatório entre seus associados, a fim de alertar sobre o problema da montagem invertida do parafuso do amortecedor de vibrações laterais do trem auxiliar e sua respectiva porca, bem como alertar quanto ao perigo na utilização de mão de obra não homologada para serviços de manutenção.",AGUARDANDO RESPOSTA,ABAG,
151,46445,"Dar ampla divulgação do presente relatório entre seus associados, a fim de alertar sobre o problema da montagem invertida do parafuso do amortecedor de vibrações laterais do trem auxiliar e sua respectiva porca, bem como alertar quanto ao perigo na utilização de mão de obra não homologada para serviços de manutenção.",AGUARDANDO RESPOSTA,APPA,
